60,1546715703.71,2932,2078534,0.0646952847852,40,122.391930836,0.333333333333,9,nan,65535,30,32,47.298245614
60,1546715763.71,1826,264221,0.138060669132,30,120.427317608,0.6,5,nan,65535,8,10,34.05
60,1546715823.75,6410,672649,0.0370647824619,31,127.446091434,0.6,5,nan,17520,5,15,41.1685393258
60,1546715883.75,8812,625187,0.032273102108,27,127.598410897,0.6,5,6483.24293998,65535,4,22,36.0
60,1546715943.75,3053,229856,0.164331068805,17,127.000983284,0.6,5,171.507153245,65535,6,6,24.4666666667
60,1546716003.78,156,27893,0.957883529183,15,108.335483871,0.5,4,131.231301192,17520,2,3,28.8
60,1546716064.46,318,52024,0.618350606538,15,118.384858044,0.5,4,92.5169738476,65535,9,12,26.5714285714
60,1546716125.08,4737,333201,0.122746287215,22,127.197888068,0.5,4,4516.37142844,65535,5,8,36.0
60,1546716185.08,7443,427851,0.110933522545,14,126.144086022,0.5,4,nan,17520,5,5,16.2857142857
60,1546716246.33,191,40898,0.748717786781,13,111.787234043,0.5,4,nan,17520,4,4,25.75
60,1546716306.88,72,19217,1.62822830593,11,81.4929577465,0.5,4,nan,17520,2,2,24.0
60,1546716366.88,4379,887332,0.169017322524,9,127.303473492,0.5,4,nan,65535,2,2,24.0
60,1546716428.56,66,14477,1.65843550325,7,81.1076923077,0.5,4,nan,17520,3,3,44.0
60,1546716490.18,78,13340,1.55705280597,7,88.4155844156,0.5,4,nan,65535,5,7,16.0
60,1546716551.88,78,22134,1.47838743383,8,84.5526315789,0.5,4,12.4033307703,17520,3,3,24.0
60,1546716612.26,9807,611904,0.069789347532,9,127.023658984,0.5,4,nan,17520,5,6,16.091954023
60,1546716672.26,13363,885168,0.0373993136729,12,127.471297059,0.5,4,2015.09281178,17520,2,3,16.0
60,1546716732.27,13371,885850,0.0250926138986,8,127.772026926,0.666666666667,3,1528.88680613,17520,0,0,16.0
60,1546716792.27,11281,652055,0.0518708377697,9,127.752304965,0.5,4,nan,17520,1,2,16.0
60,1546716852.9,465,40410,0.307483859038,5,124.715517241,0.666666666667,3,nan,3176,0,0,16.0
60,1546718863.14,4059,2267892,0.0806138475609,40,122.912365866,0.333333333333,9,1259.96556117,65535,12,33,41.8571428571
60,1546718923.15,1268,125350,0.191632120471,19,123.501187648,0.6,5,nan,65535,2,2,16.0
60,1546718983.23,1021,160626,0.251086100903,17,125.008832188,0.6,5,nan,17520,5,6,15.5820895522
60,1546719043.23,97,12591,0.100611585284,6,125.381443299,0.666666666667,3,nan,17520,0,0,16.0
60,1546722439.58,2587,2050385,0.0443968811289,38,122.970850202,0.333333333333,9,nan,65535,13,43,50.0285714286
60,1546722499.59,1013,101198,0.195792979918,23,118.487103175,0.6,5,nan,65535,3,5,16.8403361345
60,1546722559.82,1054,114016,0.247272333456,11,125.099904853,0.6,5,176.070396938,65535,3,3,16.0
60,1546722619.98,1574,148268,0.179459106766,14,126.062301335,0.6,5,nan,65535,7,7,16.08
60,1546722679.98,4745,350684,0.0841446709393,9,127.357504216,0.6,5,nan,65535,2,2,16.0
60,1546722739.98,6688,491766,0.0618036444255,10,127.507103335,0.6,5,nan,65535,1,1,16.0152091255
60,1546722800.62,33,5594,0.0304884252499,4,120.303030303,0.666666666667,3,nan,17520,0,0,16.0
60,1546724668.11,601,109180,0.273903224627,28,95.6968421053,0.285714285714,7,nan,17520,13,22,16.5
60,1546724728.83,436,54314,0.357699599951,22,59.4632587859,0.333333333333,9,nan,17520,6,10,14.0
60,1546724788.85,143,31496,0.92301169482,14,106.071942446,0.6,5,nan,65535,4,6,nan
60,1546724848.91,351,66012,0.690950368762,12,119.266475645,0.6,5,nan,65535,3,15,34.9090909091
60,1546724908.98,2146,171126,0.204048842006,12,126.57769482,0.5,4,nan,17520,3,19,35.5238095238
60,1546724968.98,97,20713,1.10000773195,11,96.25,0.5,4,nan,17520,3,6,33.4285714286
60,1546725029.04,6434,483010,0.0602425766336,17,127.565609453,0.6,5,nan,17520,3,13,36.0
60,1546725089.07,340,71006,0.624421726258,21,118.928571429,0.6,5,nan,17520,4,13,33.75
60,1546725149.07,1672,166338,0.229952856042,19,126.175942549,0.6,5,nan,65535,2,12,36.0
60,1546725209.7,262,53129,0.790649333372,18,116.231660232,0.6,5,522.752909981,17520,6,12,30.0
60,1546725269.76,2982,237810,0.172612650807,22,126.309395973,0.6,5,nan,17520,7,12,36.1739130435
60,1546725329.86,669,57994,0.515609736972,11,123.423423423,0.6,5,nan,17520,3,3,36.0
60,1546725390.11,208,26576,0.880379669593,8,113.131707317,0.6,5,nan,17520,2,2,36.0
60,1546725450.35,55,15736,1.59235310373,7,69.3846153846,0.6,5,nan,17520,1,2,nan
60,1546725511.27,60,16519,1.46002837014,6,74.5263157895,0.5,4,nan,17520,2,2,nan
60,1546725571.62,561,102082,0.467484222159,18,122.547406082,0.6,5,nan,17520,5,14,34.2
60,1546725631.63,68,14514,1.25925783138,10,81.8181818182,0.6,5,nan,17520,2,2,nan
60,1546725692.35,269,46338,0.716970781201,17,116.541353383,0.6,5,nan,17520,2,9,36.0
60,1546725752.45,813,85133,0.450830211277,8,124.241676942,0.5,4,nan,17520,1,5,36.0
60,1546725813.03,284,41025,0.731566961988,10,117.191489362,0.5,4,nan,17520,3,7,36.0
60,1546725873.23,465,42067,0.651833469031,7,121.416846652,0.5,4,nan,17520,1,2,36.0
60,1546725933.31,59,19270,1.77056233302,3,71.0689655172,0.333333333333,3,nan,17520,1,1,nan
60,1546725993.66,2329,190155,0.232957472265,13,126.690159003,0.5,4,nan,17520,6,16,35.7230769231
60,1546726053.66,2071,206057,0.244329629521,13,126.527536232,0.5,4,nan,17520,2,7,36.0
60,1546726113.83,270,56985,0.912480061694,12,116.626865672,0.5,4,nan,17520,2,7,36.0
60,1546726174.43,520,73083,0.547373122463,10,122.12716763,0.5,4,nan,17520,2,9,36.0
60,1546726234.56,2356,173629,0.23020588382,6,126.705182668,0.5,4,nan,17520,4,6,36.0
60,1546726294.59,1772,147459,0.281918442302,14,126.278938453,0.5,4,nan,17520,3,9,36.0
60,1546726355.36,165,40380,0.909950997619,15,109.300613497,0.5,4,nan,17520,9,10,36.0
60,1546726415.53,411,65083,0.664220152822,14,120.565853659,0.5,4,nan,17520,3,9,36.0
60,1546726475.68,2476,190964,0.177738920957,13,126.767987065,0.5,4,nan,17520,6,55,36.0
60,1546726535.68,7464,549790,0.032713058155,15,127.591585153,0.5,4,nan,17520,4,7,36.0
60,1546726595.68,3406,278029,0.133941002761,19,127.104582844,0.6,5,nan,17520,3,8,36.0
60,1546726656.21,1618,186640,0.251178398624,23,126.115027829,0.6,5,nan,65535,7,30,35.1052631579
60,1546726716.27,857,132889,0.31118226496,20,124.430913349,0.6,5,nan,17520,4,22,35.1428571429
60,1546726776.38,2129,230728,0.180163079402,22,126.566995769,0.6,5,nan,17520,3,18,35.6086956522
60,1546726836.75,1160,145835,0.269932130495,22,125.370146678,0.6,5,nan,17520,3,6,36.0
60,1546726896.78,1326,129070,0.238749006805,20,125.697885196,0.6,5,nan,17520,4,11,35.3076923077
60,1546726958.31,2520,202986,0.200185021046,19,126.688641779,0.6,5,nan,65535,3,11,35.875
60,1546727018.63,1529,138852,0.271643536632,18,126.003929273,0.6,5,nan,17520,6,9,34.6153846154
60,1546727079.31,1295,133003,0.279902841207,22,125.640866873,0.6,5,nan,17520,5,14,35.1818181818
60,1546727139.62,1928,170495,0.227085652302,16,126.417445483,0.6,5,nan,17520,3,11,36.0
60,1546727199.83,3803,277929,0.146851532725,16,127.198105762,0.6,5,nan,17520,2,5,36.0
60,1546727259.83,2443,193671,0.208837098456,15,126.751842752,0.6,5,nan,17520,4,7,35.6101694915
60,1546727319.97,46,9238,1.58105031111,9,57.1162790698,0.6,5,nan,17520,1,2,nan
60,1546727380.88,108,40106,1.24809268974,10,99.2452830189,0.6,5,nan,17520,4,5,44.0
60,1546727441.13,44,9313,1.80719129276,7,55.4285714286,0.6,5,nan,17520,2,2,18.0
60,1546727501.32,469,190077,0.521692643923,14,123.104925054,0.5,6,85.9601409786,17520,7,8,42.0
60,1546727561.33,2317,176329,0.241856397549,15,126.151122625,0.6,5,6.7234641765,17520,5,6,nan
60,1546727621.33,5404,316891,0.0947655896276,10,124.422806368,0.6,5,nan,17520,2,2,31.0
60,1546727681.33,1667,106449,0.290221327637,9,122.863663664,0.5,4,nan,17520,1,1,nan
60,1546727742.03,33,8116,1.82430282136,5,29.6774193548,0.5,4,nan,17520,1,1,nan
60,1546727802.04,50,11562,1.66317906682,7,59.2083333333,0.6,5,nan,17520,2,2,18.0
60,1546727862.42,61,15337,1.72321437444,6,77.2,0.5,4,146.844514182,17520,3,3,24.0
60,1546727922.46,26,7739,2.39343795029,1,1.0,0.0,1,nan,nan,0,0,nan
60,1546727982.51,31,7999,2.22584603982,3,19.1428571429,0.666666666667,3,nan,68,0,0,nan
60,1546728042.56,28,7824,2.15369384147,2,15.1111111111,0.5,2,nan,17520,0,0,nan
60,1546728103.18,50,11792,1.79793217616,5,65.7959183673,0.5,4,nan,17520,1,1,nan
60,1546728163.39,54,12895,1.67992683664,5,67.04,0.666666666667,3,nan,17520,0,0,nan
60,1546728223.52,42,9205,1.75961663799,7,53.6585365854,0.6,5,nan,17520,1,1,24.0
60,1546728283.65,33,8128,1.89026040684,4,26.4,0.333333333333,3,nan,17520,1,2,nan
60,1546728343.82,59,11937,1.57192446444,8,73.5714285714,0.6,5,nan,65535,3,4,nan
